character_id,character_name,derived_gender,derived_gender_confidence,source_descriptor,derived_race,derived_faction,derived_base_class,derived_class_title,classification_status,classification_notes,review_needed
char_uldrâk,Uldrâk,male,medium,Tarkhnarb Battlemaster,Orc,Minions of Sauron,Warrior,Battlemaster,classified,race_term=Tarkhnarb | class_title=Battlemaster,no
char_umnik,Umnik,male,medium,Half-elven Warlock,Half-Elf,Free Peoples,Mage,Warlock,classified,race_term=Half-elven | class_title=Warlock,no
char_ungrim,Ungrim,male,medium,Dwarven Battlemaster,Dwarf,Free Peoples,Warrior,Battlemaster,classified,race_term=Dwarven | class_title=Battlemaster,no
char_vugluskr,Vugluskr,male,medium,Dwarven Battlemaster,Dwarf,Free Peoples,Warrior,Battlemaster,classified,race_term=Dwarven | class_title=Battlemaster,no
char_warzûr,Warzûr,male,medium,Tarkhnarb Battlemaster,Orc,Minions of Sauron,Warrior,Battlemaster,classified,race_term=Tarkhnarb | class_title=Battlemaster,no
char_zeroth,Zeroth,male,medium,Tarkhnarb Battlemaster,Orc,Minions of Sauron,Warrior,Battlemaster,classified,race_term=Tarkhnarb | class_title=Battlemaster,no
char_zlababa,Zlababa,male,medium,Tarkhnarb Battlemaster,Orc,Minions of Sauron,Warrior,Battlemaster,classified,race_term=Tarkhnarb | class_title=Battlemaster,no
char_zoone,Zoone,male,medium,Sauron's gift to women is a level thirty-four Tarkhnarb Battlemaster,Orc,Minions of Sauron,Warrior,Battlemaster,parser_suspect_or_custom_descriptor,race_term=Tarkhnarb | class_title=Battlemaster | unmatched=Sauron's gift to women is a level thirty-four,yes
char_aalok,Aalok,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_adama,Adama,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_adorable,Adorable,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_agan,Agan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_agannalo,Agannalo,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_agarde,Agarde,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_agattax,Agattax,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_agent,Agent,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_aiele,Aiele,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ainafea,Ainafea,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ainairos,Ainairos,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ainko,Ainko,unknown,,Broadbeam Adventurer,Dwarf,Free Peoples,,Adventurer,generic_title_no_class,race_term=Broadbeam | class_title=Adventurer | base_class_unknown,no
char_alazar,Alazar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_albundy,AlBundy,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_alcion,Alcion,unknown,,Sindarin Adventurer,Elf,Free Peoples,,Adventurer,generic_title_no_class,race_term=Sindarin | class_title=Adventurer | base_class_unknown,no
char_alhadar,Alhadar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_alizee,Alizee,unknown,,Sindarin Adventurer,Elf,Free Peoples,,Adventurer,generic_title_no_class,race_term=Sindarin | class_title=Adventurer | base_class_unknown,no
char_alweon,Alweon,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_amantest,Amantest,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_amarie,Amarie,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_amdir,Amdir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ancra,Ancra,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_andarion,Andarion,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_anezka,Anezka,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_angrenfea,Angrenfea,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_annesh,Annesh,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_anolad,Anolad,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ariakan,Ariakan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ariala,Ariala,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_arkady,Arkady,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_arnoc,Arnoc,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_aros,Aros,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_artigor,Artigor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_asanda,Asanda,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_aseff,Aseff,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_assa,Assa,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_astar,Astar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_audi,Audi,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_azhal,Azhal,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_azylic,Azylic,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_backfire,Backfire,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_baltimor,Baltimor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bamsefar,Bamsefar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_baphomet,Baphomet,unknown,,Black Númenórean Envoy,Man,Minions of Sauron,,Envoy,generic_title_no_class,race_term=Black Númenórean | class_title=Envoy | base_class_unknown,no
char_baraban,Baraban,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_barnes,Barnes,unknown,,Beorning Adventurer,Man,Free Peoples,,Adventurer,generic_title_no_class,race_term=Beorning | class_title=Adventurer | base_class_unknown,no
char_bashy,Bashy,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_batar,Batar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_baurk,Baurk,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bearclaw,Bearclaw,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_belemoth,Belemoth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_belind,Belind,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_belzagar,Belzagar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_belzedin,Belzedin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_beogul,Beogul,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_berg,Berg,unknown,,"not a mage, cleric, or Swedish is a level twenty-six Black Númenórean Ranger",Man,Minions of Sauron,Scout,Ranger,parser_suspect_or_custom_descriptor,"race_term=Black Númenórean | class_title=Ranger | unmatched=not a mage, cleric, or Swedish is a level twenty-six",yes
char_berlal,Berlal,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bianca,Bianca,unknown,,Dúnadan Adventurer,Man,Free Peoples,,Adventurer,generic_title_no_class,race_term=Dúnadan | class_title=Adventurer | base_class_unknown,no
char_bigge,Bigge,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bimulo,Bimulo,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bishn_k,Bishn�k,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bjorn,Bjorn,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_blackthorne,Blackthorne,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_blizzardo,Blizzardo,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bloha,Bloha,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_blysk,Blysk,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bogodur,Bogodur,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bohemond,Bohemond,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bok,Bok,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bomir,Bomir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_borek,Borek,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_borgash,Borgash,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_boroda,Boroda,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bounty,Bounty,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_braddock,Braddock,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bramba,Bramba,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_brask,Brask,unknown,,Beorning Adventurer,Man,Free Peoples,,Adventurer,generic_title_no_class,race_term=Beorning | class_title=Adventurer | base_class_unknown,no
char_britney,Britney,unknown,,"not a girl, not yet a woman is an Orc",Man,Free Peoples,,,parser_suspect_or_custom_descriptor,"race_term=Woman | unmatched=not a girl, not yet a is an Orc | base_class_unknown",yes
char_brugan,Brugan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_buliwyf,Buliwyf,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_burok,Burok,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_byleist,Byleist,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_bêlzagar,Bêlzagar,unknown,,Black Númenórean Envoy,Man,Minions of Sauron,,Envoy,generic_title_no_class,race_term=Black Númenórean | class_title=Envoy | base_class_unknown,no
char_cagim,Cagim,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_caldor,Caldor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_caman,Caman,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_caolin,Caolin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_carniminimmiel,Carniminimmiel,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_celegrim,Celegrim,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_celo,Celo,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_celorfilas,Celorfilas,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_celt,Celt,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cenedra,Cenedra,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cerion,Cerion,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cerleg,Cerleg,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cervotoc,Cervotoc,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_chang,Chang,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_chelios,Chelios,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cherish,Cherish,unknown,,Orkish Snaga,Orc,Minions of Sauron,,Snaga,generic_title_no_class,race_term=Orkish | class_title=Snaga | base_class_unknown,no
char_chikarhayshi,Chikarhayshi,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_chogall,Chogall,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ciluras,Ciluras,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cilya,Cilya,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cinsovinsh,Cinsovinsh,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cootafides,Cootafides,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cotc,Cotc,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_curufinwe,Curufinwe,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cyclaw,Cyclaw,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_cymoril,Cymoril,unknown,,Noldorin Adventurer,Elf,Free Peoples,,Adventurer,generic_title_no_class,race_term=Noldorin | class_title=Adventurer | base_class_unknown,no
char_daalil,Daalil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_daevia,Daevia,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dalmorg,Dalmorg,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_daren,Daren,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_darkwind,Darkwind,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_darq,Darq,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_deemon,Deemon,unknown,,Hill Troll Softskin,Troll,Minions of Sauron,,Softskin,generic_title_no_class,race_term=Hill Troll | class_title=Softskin | base_class_unknown,no
char_delandir,Delandir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_delegat,Delegat,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_delfi,Delfi,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_delicate,Delicate,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_demsie,Demsie,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_deor,Deor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_deris,Deris,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_desastre,Desastre,unknown,,coming your way is a level thirty-five Tarkhnarb Necromancer,Orc,Minions of Sauron,Mage,Necromancer,parser_suspect_or_custom_descriptor,race_term=Tarkhnarb | class_title=Necromancer | unmatched=coming your way is a level thirty-five,yes
char_devastator,Devastator,unknown,,Mountain Troll Softskin,Troll,Minions of Sauron,,Softskin,generic_title_no_class,race_term=Mountain Troll | class_title=Softskin | base_class_unknown,no
char_dharazor,Dharazor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dif,Dif,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_domine,Domine,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_done,Done,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dorak,Dorak,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dork,Dork,unknown,,Cave Troll Softskin,Troll,Minions of Sauron,,Softskin,generic_title_no_class,race_term=Cave Troll | class_title=Softskin | base_class_unknown,no
char_dracul,Dracul,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dragg,Dragg,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_draggor,Draggor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_draghkar,Draghkar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dragoth,Dragoth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dranj,Dranj,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_drayl,Drayl,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_drazgan,Drazgan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dreth,Dreth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dugmok,Dugmok,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_dunlop,Dunlop,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_durandir,Durandir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_durlak,Durlak,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_duvel,Duvel,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eale,Eale,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_earand,Earand,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_earnur,Earnur,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eawian,Eawian,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eggrat,Eggrat,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eggraz,Eggraz,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eher,Eher,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ehhe,Ehhe,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eirin,Eirin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elajt,Elajt,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elayne,Elayne,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elemur,Elemur,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elenril,Elenril,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elenwe,Elenwe,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eliwe,Eliwe,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_eluchil,Eluchil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_elumir,Elumir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_enso,Enso,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_equinoxe,Equinoxe,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_erewiel,Erewiel,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_erkzup,Erkzup,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fable,Fable,unknown,,Orkish Snaga,Orc,Minions of Sauron,,Snaga,generic_title_no_class,race_term=Orkish | class_title=Snaga | base_class_unknown,no
char_faelandir,Faelandir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fahil,Fahil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_falathrim,Falathrim,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_falemir,Falemir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_famas,Famas,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fardin,Fardin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_feagil,Feagil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_feagor,Feagor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_feagwath,Feagwath,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_feanor,Feanor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fearan,Fearan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fearendil,Fearendil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fearsome,Fearsome,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fierce,Fierce,unknown,,point is a level forty Cave Troll Warrior,Troll,Minions of Sauron,Warrior,Warrior,parser_suspect_or_custom_descriptor,race_term=Cave Troll | class_title=Warrior | unmatched=point is a level forty,yes
char_filth,Filth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fingeror,Fingeror,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fiolas,Fiolas,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_flanker,Flanker,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_floi,Floi,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_foad,Foad,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_fong,Fong,unknown,,Silvan Adventurer,Elf,Free Peoples,,Adventurer,generic_title_no_class,race_term=Silvan | class_title=Adventurer | base_class_unknown,no
char_friso,Friso,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_frukghash,Frukghash,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gabil,Gabil,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gad,Gad,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gadmac,Gadmac,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_galadon,Galadon,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_garkan,Garkan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gaylord,Gaylord,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_geirrodr,Geirrodr,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gelion,Gelion,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gena,Gena,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ghourne,Ghourne,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gilmandir,Gilmandir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gilmas,Gilmas,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gilror,Gilror,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_gimilzor,Gimilzor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_giralion,Giralion,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_glabthrak,Glabthrak,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_glabur,Glabur,unknown,,,,,,,no_whois_classification,No classification row found,yes
