whois_id,character_id,character_name,captured_at,raw_text,parsed_level,parsed_race,parsed_class,status,parse_confidence,notes
whois_daalil_1780907763,char_daalil,Daalil,2026-06-08 18:36:03,No one by that name.,,,,not_found,high,query_name=Daalil | MUME returned: No one by that name.
whois_daddy_1780907768,char_daddy,Daddy,2026-06-08 18:36:09,"Daddy aka Puff is a Troll [Retired].
On all the weaker beasts
I work my sovergin will
Their flesh supplies my feasts,
my glory is to kill

With claws and teeth that rend,
with eyes that pierce the gloom
I follow to the end
my duty and my doom",,Troll,,Retired,medium,query_name=Daddy | display_name=Daddy aka Puff | epithet_or_title=aka Puff
whois_daevia_1780907774,char_daevia,Daevia,2026-06-08 18:36:14,No one by that name.,,,,not_found,high,query_name=Daevia | MUME returned: No one by that name.
whois_dafur_1780907779,char_dafur,Dafur,2026-06-08 18:36:20,"Dafur lost his cookie is a Dwarf [Retired].
Last login 14 years, 3 months, and 21 days ago.",,Dwarf,,Retired,medium,"query_name=Dafur | display_name=Dafur lost his cookie | epithet_or_title=lost his cookie | Last login 14 years, 3 months, and 21 days ago."
whois_dakkon_1780907785,char_dakkon,Dakkon,2026-06-08 18:36:25,"Dakkon Blackblade is a level thirty-three Dwarven Hero [Retired].
Last login 22 years, 9 months, and 24 days ago from *.com.

""My power is as vast as the plains,
my strength is that of mountains.
Each wave that crashes upon the
shores thunders like blood in my veins""
- Dakkon Blackblade, Memoirs",33,Dwarven,Hero,Retired,medium,"query_name=Dakkon | display_name=Dakkon Blackblade | epithet_or_title=Blackblade | Last login 22 years, 9 months, and 24 days ago from *.com."
whois_dalamar_1780907790,char_dalamar,Dalamar,2026-06-08 18:36:31,Dalamar Argent is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Dalamar | display_name=Dalamar Argent | epithet_or_title=Argent
whois_dalmorg_1780907796,char_dalmorg,Dalmorg,2026-06-08 18:36:36,No one by that name.,,,,not_found,high,query_name=Dalmorg | MUME returned: No one by that name.
whois_danath_1780907801,char_danath,Danath,2026-06-08 18:36:42,"Danath Dragonheart the White Sword of Annúminas is a level forty
    Dúnadan Chieftain [Retired].
Last login 23 years, 4 months, and 28 days ago from *.dk.

   The path of the righteous man is beset on all sides by the inequities
   of the selfish and the tyranny of evil men. Blessed is he, who in the
   name of charity and good will shepherds the weak through the valley of
   darkness, for he is truly his brother's keeper and the finder of lost
   children. And I will strike down with great vengeance and furious anger
   those who would attempt to poison and destroy my brothers, and you will
   know my name is Danath when I lay my wrath upon thee!",40,Dúnadan Chieftain,,Retired,medium,"query_name=Danath | display_name=Danath Dragonheart the White Sword of Annúminas | epithet_or_title=Dragonheart the White Sword of Annúminas | Last login 23 years, 4 months, and 28 days ago from *.dk."
whois_danzig_1780907807,char_danzig,Danzig,2026-06-08 18:36:47,"Danzig stands his ground! is a Dwarf [Retired].
Last login 10 months and 17 days ago.",,Dwarf,,Retired,medium,query_name=Danzig | display_name=Danzig stands his ground! | epithet_or_title=stands his ground! | Last login 10 months and 17 days ago.
whois_daren_1780907812,char_daren,Daren,2026-06-08 18:36:53,No one by that name.,,,,not_found,high,query_name=Daren | MUME returned: No one by that name.
whois_darkun_1780907818,char_darkun,Darkun,2026-06-08 18:36:58,"Darkun the Angel of Darkness, Servant of Sauron is a Black
    Númenórean [Retired].",,Black Númenórean,,Retired,medium,"query_name=Darkun | display_name=Darkun the Angel of Darkness, Servant of Sauron | epithet_or_title=the Angel of Darkness, Servant of Sauron"
whois_darkwind_1780907823,char_darkwind,Darkwind,2026-06-08 18:37:04,No one by that name.,,,,not_found,high,query_name=Darkwind | MUME returned: No one by that name.
whois_darq_1780907829,char_darq,Darq,2026-06-08 18:37:09,No one by that name.,,,,not_found,high,query_name=Darq | MUME returned: No one by that name.
whois_david_1780907834,char_david,David,2026-06-08 18:37:15,"David thinks David is very bizarre, and he is a Maia.

Player of:
Zorcs!: Zerabethulh, Mortie.
Torcs!: Draaz, Zimar, Zé, Drimdul.
Troll!: Pete.
WhiteMeat!: Tharam, Deavon, Trassel, Regin, Rollo, Millen.
!>eat david
You can't find a david.",,"very bizarre, and he is a Maia",,,medium,query_name=David | display_name=David thinks David | epithet_or_title=thinks David
whois_dax_1780907840,char_dax,Dax,2026-06-08 18:37:20,"Dax Twisted Mentality is a level forty-six Tarkhnarb Veteran
    [Retired].",46,Tarkhnarb,Veteran,Retired,medium,query_name=Dax | display_name=Dax Twisted Mentality | epithet_or_title=Twisted Mentality
whois_daz_1780907845,char_daz,Daz,2026-06-08 18:37:26,"Daz the Rent-a-Dwarf is a level thirty-three Dwarven Battlemaster
    [Retired].
Last login 7 years, 9 months, and 5 days ago from *.eu.",33,Dwarven,Battlemaster,Retired,medium,"query_name=Daz | display_name=Daz the Rent-a-Dwarf | epithet_or_title=the Rent-a-Dwarf | Last login 7 years, 9 months, and 5 days ago from *.eu."
whois_dazzle_1780907851,char_dazzle,Dazzle,2026-06-08 18:37:31,Dazzle is an Orc [Retired].,,Orc,,Retired,medium,query_name=Dazzle | display_name=Dazzle
whois_deacon_1780907856,char_deacon,Deacon,2026-06-08 18:37:37,Deacon Frost is a level thirty Tarkhnarb Necromancer [Retired].,30,Tarkhnarb,Necromancer,Retired,medium,query_name=Deacon | display_name=Deacon Frost | epithet_or_title=Frost
whois_death_1780907862,char_death,Death,2026-06-08 18:37:42,"Death embraces us all is a level forty-one Tarkhnarb
    Weaponsmistress [Retired].",41,Tarkhnarb,Weaponsmistress,Retired,medium,query_name=Death | display_name=Death embraces us all | epithet_or_title=embraces us all
whois_deathwind_1780907867,char_deathwind,Deathwind,2026-06-08 18:37:48,Deathwind is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Deathwind | display_name=Deathwind
whois_deavon_1780907873,char_deavon,Deavon,2026-06-08 18:37:53,"Deavon Moonshadow, the white spider is an Elf [Retired].
Last login 7 years, 9 months, and 21 days ago.",,Elf,,Retired,medium,"query_name=Deavon | display_name=Deavon Moonshadow, the white spider | epithet_or_title=Moonshadow, the white spider | Last login 7 years, 9 months, and 21 days ago."
whois_decoy_1780907878,char_decoy,Decoy,2026-06-08 18:37:59,Decoy is an Orc.,,Orc,,,medium,query_name=Decoy | display_name=Decoy
whois_deedoo_1780907884,char_deedoo,Deedoo,2026-06-08 18:38:05,"Deedoo the crying woman is an Elf [Retired].
Last login 9 years, 3 months, and 17 days ago.

Dying is only a matter of time!
I am here to reduce this time!",,Elf,,Retired,medium,"query_name=Deedoo | display_name=Deedoo the crying woman | epithet_or_title=the crying woman | Last login 9 years, 3 months, and 17 days ago."
whois_deemon_1780907890,char_deemon,Deemon,2026-06-08 18:38:10,Deemon is a level eight Hill Troll Softskin [Retired].,8,Hill Troll,Softskin,Retired,medium,query_name=Deemon | display_name=Deemon
whois_delandir_1780907895,char_delandir,Delandir,2026-06-08 18:38:16,No one by that name.,,,,not_found,high,query_name=Delandir | MUME returned: No one by that name.
whois_delegat_1780907901,char_delegat,Delegat,2026-06-08 18:38:21,No one by that name.,,,,not_found,high,query_name=Delegat | MUME returned: No one by that name.
whois_delfi_1780907906,char_delfi,Delfi,2026-06-08 18:38:27,No one by that name.,,,,not_found,high,query_name=Delfi | MUME returned: No one by that name.
whois_delicate_1780907912,char_delicate,Delicate,2026-06-08 18:38:32,No one by that name.,,,,not_found,high,query_name=Delicate | MUME returned: No one by that name.
whois_dell_1780907917,char_dell,Dell,2026-06-08 18:38:38,Dell D'Urukas is a level forty Tarkhnarb Battlemaster [Retired].,40,Tarkhnarb,Battlemaster,Retired,medium,query_name=Dell | display_name=Dell D'Urukas | epithet_or_title=D'Urukas
whois_dement_1780907923,char_dement,Dement,2026-06-08 18:38:43,"Dement bleh! is an Orc [Retired].

""..... We are the fighting Uruk-Hai! We slew the great warrior.
We took the prisoners. We are the servants of Saruman the Wise,
The White Hand:  The Hand that  gives us  man's-flesh  to  eat.
We  came out of  Isengard, and led you here, and we shall  lead
you back by the way we choose. I am Dement. I have spoken.... """,,Orc,,Retired,medium,query_name=Dement | display_name=Dement bleh! | epithet_or_title=bleh!
whois_demsie_1780907928,char_demsie,Demsie,2026-06-08 18:38:49,No one by that name.,,,,not_found,high,query_name=Demsie | MUME returned: No one by that name.
whois_déor_1780907934,,Déor,2026-06-08 18:38:54,"Déor made this title on 5 Oct 2006!11one is a Vala (Architect)
    [Retired].

Works as a 911 dispatcher near Seattle jeh!",,Vala,,Retired,medium,query_name=Deor | display_name=Déor made this title on 5 Oct 2006!11one | epithet_or_title=made this title on 5 Oct 2006!11one | role=Architect
whois_deris_1780907939,char_deris,Deris,2026-06-08 18:39:00,No one by that name.,,,,not_found,high,query_name=Deris | MUME returned: No one by that name.
whois_desastre_1780907945,char_desastre,Desastre,2026-06-08 18:39:05,"Desastre is coming your way is a level thirty-five Tarkhnarb
    Necromancer [Retired].

Desastre is who I am.
Desastre is what I will cause.

Sharmak on paks lehm !",,coming your way is a level thirty-five Tarkhnarb Necromancer,,Retired,medium,query_name=Desastre | display_name=Desastre
whois_devran_1780907950,char_devran,Devran,2026-06-08 18:39:11,"Devran Kâzh, Officer of the Uruk-Tarkhnarb is a level forty
    Tarkhnarb Necromancer [Retired].",40,Tarkhnarb,Necromancer,Retired,medium,"query_name=Devran | display_name=Devran Kâzh, Officer of the Uruk-Tarkhnarb | epithet_or_title=Kâzh, Officer of the Uruk-Tarkhnarb"
whois_dhàrazor_1780907956,,Dhàrazor,2026-06-08 18:39:16,"Dhàrazor is a Dwarf [Retired].
Last login 15 years, 10 months, and 9 days ago.",,Dwarf,,Retired,medium,"query_name=Dharazor | display_name=Dhàrazor | Last login 15 years, 10 months, and 9 days ago."
whois_diamonium_1780907961,char_diamonium,Diamonium,2026-06-08 18:39:22,"Diamonium the Ambassador of Sauron is an Orc [Retired].
inco",,Orc,,Retired,medium,query_name=Diamonium | display_name=Diamonium the Ambassador of Sauron | epithet_or_title=the Ambassador of Sauron
whois_dif_1780907967,char_dif,Dif,2026-06-08 18:39:27,No one by that name.,,,,not_found,high,query_name=Dif | MUME returned: No one by that name.
whois_digital_1780907972,char_digital,Digital,2026-06-08 18:39:33,"Digital Harassment is a level thirty-one Tarkhnarb Champion
    [Retired].",31,Tarkhnarb,Champion,Retired,medium,query_name=Digital | display_name=Digital Harassment | epithet_or_title=Harassment
whois_dimmu_1780907978,char_dimmu,Dimmu,2026-06-08 18:39:38,"Dimmu is a level one Troll [Retired].

       .
      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |",1,Troll,,Retired,medium,query_name=Dimmu | display_name=Dimmu
whois_dino_1780907983,char_dino,Dino,2026-06-08 18:39:44,"Dino is a level twenty-nine Silvan Hero [Retired].
Last login 11 years, 10 months, and 18 days ago from *.is.",29,Silvan,Hero,Retired,medium,"query_name=Dino | display_name=Dino | Last login 11 years, 10 months, and 18 days ago from *.is."
whois_disembowel_1780907989,char_disembowel,Disembowel,2026-06-08 18:39:49,"Disembowel is strangling back, seething black is an Orc [Retired].

Your karma will come...",,"strangling back, seething black is an Orc",,Retired,medium,query_name=Disembowel | display_name=Disembowel
whois_dispater_1780907994,char_dispater,Dispater,2026-06-08 18:39:55,"Dispater Dreamreaver, Warpig Minister of Offense is an Orc
    [Retired].

                      +>>>{======-

Liberator and Warchief of the Dark Tower
Deadly Shadow of the Olog-hai
http://www.tolkien-archives.com/racehistories/orcs.htm
Dispater sez: Gimme back my bullets",,Orc,,Retired,medium,"query_name=Dispater | display_name=Dispater Dreamreaver, Warpig Minister of Offense | epithet_or_title=Dreamreaver, Warpig Minister of Offense"
whois_dizz_1780908000,char_dizz,Dizz,2026-06-08 18:40:00,Dizz is a level thirty-seven Tarkhnarb Champion [Retired].,37,Tarkhnarb,Champion,Retired,medium,query_name=Dizz | display_name=Dizz
whois_djinn_1780908005,char_djinn,Djinn,2026-06-08 18:40:06,"Djinn The RrrrrrrAAAAAAving lUnATics is a Maia (Cartographer)
    [Retired].",,Maia,,Retired,medium,query_name=Djinn | display_name=Djinn The RrrrrrrAAAAAAving lUnATics | epithet_or_title=The RrrrrrrAAAAAAving lUnATics | role=Cartographer
whois_dliador_1780908011,char_dliador,Dliador,2026-06-08 18:40:11,"Dliador Obligor, revised Article 9 is a level thirty-six Sindarin
    Warlock [Retired].
Last login 5 years, 8 months, and 7 days ago from *.net.

When I told her that I was penniless she asked me
""too many little mouths to feed""  I replied
no, just one rather large mouth and she left
She enquired ""she didn't like moving to America?""
Not at all I responded, she loved America, it was me that she could not stand.",36,Sindarin,Warlock,Retired,medium,"query_name=Dliador | display_name=Dliador Obligor, revised Article 9 | epithet_or_title=Obligor, revised Article 9 | Last login 5 years, 8 months, and 7 days ago from *.net."
whois_dodge_1780908016,char_dodge,Dodge,2026-06-08 18:40:17,"Dodge - What are you looking at, HUH!? is a Troll [Retired].

You don't want to mess with me!",,Troll,,Retired,medium,"query_name=Dodge | display_name=Dodge - What are you looking at, HUH!? | epithet_or_title=- What are you looking at, HUH!?"
whois_doh_1780908022,char_doh,Doh,2026-06-08 18:40:23,Doh Dai-Pohh is a Troll [Retired].,,Troll,,Retired,medium,query_name=Doh | display_name=Doh Dai-Pohh | epithet_or_title=Dai-Pohh
whois_dolengur_1780908028,char_dolengur,Dolengur,2026-06-08 18:40:28,"Dolengur the One and Only is a level twenty-six Tarkhnarb Champion
    [Retired].",26,Tarkhnarb,Champion,Retired,medium,query_name=Dolengur | display_name=Dolengur the One and Only | epithet_or_title=the One and Only
whois_dolik_1780908033,char_dolik,Dolik,2026-06-08 18:40:34,Dolik shaman is a level forty-six Tarkhnarb Champion [Retired].,46,Tarkhnarb,Champion,Retired,medium,query_name=Dolik | display_name=Dolik shaman | epithet_or_title=shaman
whois_dombur_1780908039,char_dombur,Dombur,2026-06-08 18:40:39,"Dombur Silvermail is a level thirty-six Dwarven Battlemaster
    [Retired].
Last login 20 years, 11 months, and 9 days ago from [numerical
    address].
46 minions slain, 8 rekills",36,Dwarven,Battlemaster,Retired,medium,"query_name=Dombur | display_name=Dombur Silvermail | epithet_or_title=Silvermail | Last login 20 years, 11 months, and 9 days ago from [numerical address]."
whois_domine_1780908044,char_domine,Domine,2026-06-08 18:40:45,No one by that name.,,,,not_found,high,query_name=Domine | MUME returned: No one by that name.
whois_dominic_1780908050,char_dominic,Dominic,2026-06-08 18:40:50,"Dominic Benedictus is a level thirty Half-elven Hero [Retired].
Last login 1 year, 8 months, and 12 days ago from *.com.",30,Half-elven,Hero,Retired,medium,"query_name=Dominic | display_name=Dominic Benedictus | epithet_or_title=Benedictus | Last login 1 year, 8 months, and 12 days ago from *.com."
whois_dône_1780908055,,Dône,2026-06-08 18:40:56,"Dône Deathless, son of Thráin II is a Dwarf [Retired].
Last login 6 years, 8 months, and 5 days ago.",,Dwarf,,Retired,medium,"query_name=Done | display_name=Dône Deathless, son of Thráin II | epithet_or_title=Deathless, son of Thráin II | Last login 6 years, 8 months, and 5 days ago."
whois_donk_1780908061,char_donk,Donk,2026-06-08 18:41:01,"Donk the Disfigured is an Orc [Retired].

And as you lose control, you'll reap the harvest you have sown.
And as the fear grows, the bad blood shows and turns to stone.",,Orc,,Retired,medium,query_name=Donk | display_name=Donk the Disfigured | epithet_or_title=the Disfigured
whois_donovan_1780908066,char_donovan,Donovan,2026-06-08 18:41:07,Donovan is a Black Númenórean [Retired].,,Black Númenórean,,Retired,medium,query_name=Donovan | display_name=Donovan
whois_donutello_1780908072,char_donutello,Donutello,2026-06-08 18:41:13,"Donutello is a Maia (Cartographer) [Retired].
           
     @",,Maia,,Retired,medium,query_name=Donutello | display_name=Donutello | role=Cartographer
whois_doomer_1780908078,char_doomer,Doomer,2026-06-08 18:41:18,Doomer is an Orc [Retired].,,Orc,,Retired,medium,query_name=Doomer | display_name=Doomer
whois_dorak_1780908083,char_dorak,Dorak,2026-06-08 18:41:24,No one by that name.,,,,not_found,high,query_name=Dorak | MUME returned: No one by that name.
whois_doreth_1780908089,char_doreth,Doreth,2026-06-08 18:41:29,"Doreth Lightfoot, Messenger of Durin's House is a Dwarf [Retired].
Last login 10 months and 17 days ago from *.ee.

I'm old, just plain old,
The body moves much slower now,
The head is bent and bowed.

While a weariness sits deep,
My promises I keep.

For I am exploring Arda
In my quiet twilight haze,
Of these slow and gentle days.

This peace and these old stories
Are my own Years of Gold.",,Dwarf,,Retired,medium,"query_name=Doreth | display_name=Doreth Lightfoot, Messenger of Durin's House | epithet_or_title=Lightfoot, Messenger of Durin's House | Last login 10 months and 17 days ago from *.ee."
whois_dorfl_1780908094,char_dorfl,Dorfl,2026-06-08 18:41:35,"Dorfl Garash, Fist of the North is a level fifty Dwarven Veteran
    [Retired].
Last login 7 years, 7 months, and 11 days ago from *.nl.

a good day of muming ends in mandos

..ancient dwarven saying..",50,Dwarven,Veteran,Retired,medium,"query_name=Dorfl | display_name=Dorfl Garash, Fist of the North | epithet_or_title=Garash, Fist of the North | Last login 7 years, 7 months, and 11 days ago from *.nl."
whois_dork_1780908100,char_dork,Dork,2026-06-08 18:41:40,Dork is a level six Cave Troll Softskin [Retired].,6,Cave Troll,Softskin,Retired,medium,query_name=Dork | display_name=Dork
whois_dorolff_1780908105,char_dorolff,Dorolff,2026-06-08 18:41:46,"Dorolff the Butcher is a level thirty-one Dwarven Battlemaster
    [Retired].
Last login 22 years, 1 month, and 11 days ago from [numerical
    address].
                  @@
                 @@@@  ##
                @@@@@@##@@@@@@
               @@@@@@##@@@@@@
                    ##@@@@@@
  Deaths: 7        ##  @@@@
    Kills: 8      ##    @@
                 ##      @  I only have one thing to say:
                ##          ""It's better to burn out,
               ##                      then to fade away.""",31,Dwarven,Battlemaster,Retired,medium,"query_name=Dorolff | display_name=Dorolff the Butcher | epithet_or_title=the Butcher | Last login 22 years, 1 month, and 11 days ago from [numerical address]."
whois_draaz_1780908111,char_draaz,Draaz,2026-06-08 18:41:51,"Draaz back once again for the renegade master? is a level fifty
    Tarkhnarb Warg-rider [Retired].",50,Tarkhnarb,Warg-rider,Retired,medium,query_name=Draaz | display_name=Draaz back once again for the renegade master? | epithet_or_title=back once again for the renegade master?
whois_draca_1780908116,char_draca,Draca,2026-06-08 18:41:57,"Draca is a level twenty Cave Troll Warrior [Retired].
You are intoxicated.",20,Cave Troll,Warrior,Retired,medium,query_name=Draca | display_name=Draca
whois_draccon_1780908122,char_draccon,Draccon,2026-06-08 18:42:02,"Draccon the Dragon is a level twenty-six Tarkhnarb Warrior
    [Retired].

      Come with me my friend, come and see the end
                     And let me swallow up your pain
      Leave the village lights, step into the night
                   Open your mouth to my bloody rain",26,Tarkhnarb,Warrior,Retired,medium,query_name=Draccon | display_name=Draccon the Dragon | epithet_or_title=the Dragon
whois_dracolich_1780908127,char_dracolich,Dracolich,2026-06-08 18:42:08,Dracolich the Uruk-hai is an Orc [Retired].,,Orc,,Retired,medium,query_name=Dracolich | display_name=Dracolich the Uruk-hai | epithet_or_title=the Uruk-hai
whois_draconis_1780908133,char_draconis,Draconis,2026-06-08 18:42:13,"Draconis the Ancient, Warlock of House Dakmor is a level
    forty-four Silvan Warlock [Retired].
Last login 20 years, 6 months, and 9 days ago from *.ee.

                                    _.--.
                                   /_.--.\
                                  /' - - `\
                                  (        )
                                 _,`.   .;'_
                               ,'    `,'    '.
                                     ;
                                    ;",44,Silvan,Warlock,Retired,medium,"query_name=Draconis | display_name=Draconis the Ancient, Warlock of House Dakmor | epithet_or_title=the Ancient, Warlock of House Dakmor | Last login 20 years, 6 months, and 9 days ago from *.ee."
whois_dracul_1780908138,char_dracul,Dracul,2026-06-08 18:42:19,No one by that name.,,,,not_found,high,query_name=Dracul | MUME returned: No one by that name.
whois_dragan_1780908144,char_dragan,Dragan,2026-06-08 18:42:24,"Dragan Crushbone is a Man [Retired].
Last login 11 years, 6 months, and 27 days ago.",,Man,,Retired,medium,"query_name=Dragan | display_name=Dragan Crushbone | epithet_or_title=Crushbone | Last login 11 years, 6 months, and 27 days ago."
whois_drägg_1780908149,,Drägg,2026-06-08 18:42:30,"Drägg - funny because its true is a level twenty-eight Dwarven
    Weaponsmaster [Retired].
Last login 7 years, 9 months, and 27 days ago from *.se.",28,Dwarven,Weaponsmaster,Retired,medium,"query_name=Dragg | display_name=Drägg - funny because its true | epithet_or_title=- funny because its true | Last login 7 years, 9 months, and 27 days ago from *.se."
whois_draggor_1780908155,char_draggor,Draggor,2026-06-08 18:42:35,No one by that name.,,,,not_found,high,query_name=Draggor | MUME returned: No one by that name.
whois_draggy_1780908160,char_draggy,Draggy,2026-06-08 18:42:41,"Draggy Drone, Raider of Isengard is a level thirty-one Mountain
    Troll Warrior [Retired].

       .
      .  .' .
     `  . .` .
   .  . . : .  .
   .'.:.--.:.:' .
  :.:_/` ' \ _.:.
 . /           \:
 .:  .__  __..  )
.:/            .'
./  /      '..'
'..' /       |",31,Mountain Troll,Warrior,Retired,medium,"query_name=Draggy | display_name=Draggy Drone, Raider of Isengard | epithet_or_title=Drone, Raider of Isengard"
whois_draghkar_1780908166,char_draghkar,Draghkar,2026-06-08 18:42:46,No one by that name.,,,,not_found,high,query_name=Draghkar | MUME returned: No one by that name.
whois_draglador_1780908171,char_draglador,Draglador,2026-06-08 18:42:52,"Draglador Dark, Druid of Mirkwood is a level forty-seven
    Half-elven Healer [Retired].
Last login 20 years, 5 months, and 13 days ago from *.ee.
can trans you if you ask nicely...",47,Half-elven,Healer,Retired,medium,"query_name=Draglador | display_name=Draglador Dark, Druid of Mirkwood | epithet_or_title=Dark, Druid of Mirkwood | Last login 20 years, 5 months, and 13 days ago from *.ee."
whois_dragor_1780908177,char_dragor,Dragor,2026-06-08 18:42:57,"Dragor is a level forty Half-elven Priest [Retired].
Last login 1 year, 11 months, and 14 days ago from *.net.",40,Half-elven,Priest,Retired,medium,"query_name=Dragor | display_name=Dragor | Last login 1 year, 11 months, and 14 days ago from *.net."
whois_dragóth_1780908182,,Dragóth,2026-06-08 18:43:03,"Dragóth the Slayer, of the Lost Legion is a level one hundred
    Tarkhnarb Veteran [Retired].

Total kills: 2208 (1317 distinct).",100,Tarkhnarb,Veteran,Retired,medium,"query_name=Dragoth | display_name=Dragóth the Slayer, of the Lost Legion | epithet_or_title=the Slayer, of the Lost Legion"
whois_dramon_1780908188,char_dramon,Dramon,2026-06-08 18:43:08,"Dramon the Illwilling is an Orc [Retired].

               im batman bitch!",,Orc,,Retired,medium,query_name=Dramon | display_name=Dramon the Illwilling | epithet_or_title=the Illwilling
whois_dranj_1780908193,char_dranj,Dranj,2026-06-08 18:43:14,No one by that name.,,,,not_found,high,query_name=Dranj | MUME returned: No one by that name.
whois_draupner_1780908199,char_draupner,Draupner,2026-06-08 18:43:19,"Draupner jingle my change but im still kinda cute is a Dwarf
    [Retired].
Last login 7 years, 9 months, and 27 days ago.

Brave Sir Draupner ran away, bravely ran away away.
When danger reared its ugly head, he bravely
turned his tail and fled. Yes, brave sir Draupner
turned about, and valiantly, he chickened out.
Bravely taking to his feet, he beat a very brave retreat.
A brave retreat by sir Draupner.",,Dwarf,,Retired,medium,"query_name=Draupner | display_name=Draupner jingle my change but im still kinda cute | epithet_or_title=jingle my change but im still kinda cute | Last login 7 years, 9 months, and 27 days ago."
whois_drax_1780908204,char_drax,Drax,2026-06-08 18:43:25,"Drax the Dragon is a level thirty-one Black Númenórean Warlock
    [Retired].

I sing of Power, Magick and Faith
A Sonnet of Pure Victory                            Lashed by the Winds of Fate
A Hymn to the Spirits of Freedom and Grace            Stung by the Gods of Hate
And whichever Gods there may be...    I'm Rising in Power, I'm Rising Unchained
Manacled, Beaten, Blackened and Burned                   Call this a Sacred Vow
Cast from the Light of the Goal                         All that I tell you now
I'll never falter, stumble or kneel           I may be Bloody, but I am unbowed
Thanks to the strength of my Soul                                    I am Power",31,Black Númenórean,Warlock,Retired,medium,query_name=Drax | display_name=Drax the Dragon | epithet_or_title=the Dragon
whois_drayl_1780908210,char_drayl,Drayl,2026-06-08 18:43:30,No one by that name.,,,,not_found,high,query_name=Drayl | MUME returned: No one by that name.
whois_drazgan_1780908215,char_drazgan,Drazgan,2026-06-08 18:43:36,No one by that name.,,,,not_found,high,query_name=Drazgan | MUME returned: No one by that name.
whois_dreamweaver_1780908221,char_dreamweaver,Dreamweaver,2026-06-08 18:43:41,"Dreamweaver Foefighter, Shadowdancer of Mistlane is a level
    twenty-two Sindarin Warlock [Retired].
Last login 19 years, 8 months, and 5 days ago from *.se.
Is playing from *.norrland

Ashes to ashes
dust to dust
darkness is
my bloodlust",22,Sindarin,Warlock,Retired,medium,"query_name=Dreamweaver | display_name=Dreamweaver Foefighter, Shadowdancer of Mistlane | epithet_or_title=Foefighter, Shadowdancer of Mistlane | Last login 19 years, 8 months, and 5 days ago from *.se."
whois_drengist_1780908226,char_drengist,Drengist,2026-06-08 18:43:47,"Drengist the Despised is an Orc [Retired].

          Cold be hand and heart and bone,
          and cold be sleep under stone:
          never more to wake on stony bed,
          never, till the Sun fails and the Moon is dead.
          In the black wind the stars shall die,
          and still on gold here let them lie,
          till the dark lord lifts his hand
          over dead sea and withered land.",,Orc,,Retired,medium,query_name=Drengist | display_name=Drengist the Despised | epithet_or_title=the Despised
whois_drenical_1780908232,char_drenical,Drenical,2026-06-08 18:43:52,"Drenical son of Enical is a level forty-six Dwarven Hero
    [Retired].
Last login 15 years, 2 months, and 10 days ago from *.se.",46,Dwarven,Hero,Retired,medium,"query_name=Drenical | display_name=Drenical son of Enical | epithet_or_title=son of Enical | Last login 15 years, 2 months, and 10 days ago from *.se."
whois_dreth_1780908237,char_dreth,Dreth,2026-06-08 18:43:58,No one by that name.,,,,not_found,high,query_name=Dreth | MUME returned: No one by that name.
whois_drijian_1780908243,char_drijian,Drijian,2026-06-08 18:44:03,"Drijian Barawn is a level forty-two Sindarin Hero [Retired].
Last login 1 year and 25 days ago from *.net.",42,Sindarin,Hero,Retired,medium,query_name=Drijian | display_name=Drijian Barawn | epithet_or_title=Barawn | Last login 1 year and 25 days ago from *.net.
whois_drimdul_1780908248,char_drimdul,Drimdul,2026-06-08 18:44:09,Drimdul is an Orc.,,Orc,,,medium,query_name=Drimdul | display_name=Drimdul
whois_drohm_1780908254,char_drohm,Drohm,2026-06-08 18:44:14,"Drohm the Black Angel of Fear is an Orc.

You cannot move now, they bind you in tight
You try to run away, but you are losing the fight
You twist, you turn, you whimper, you cry
But it is too late now, it is time to die...",,Orc,,,medium,query_name=Drohm | display_name=Drohm the Black Angel of Fear | epithet_or_title=the Black Angel of Fear
whois_drokk_1780908259,char_drokk,Drokk,2026-06-08 18:44:20,"Drokk Dragalor, the Betrayer. is an Orc.

Thorns of lies
Pierce my mind
The bitter truth
Is all I find",,Orc,,,medium,"query_name=Drokk | display_name=Drokk Dragalor, the Betrayer. | epithet_or_title=Dragalor, the Betrayer."
whois_drow_1780908265,char_drow,Drow,2026-06-08 18:44:25,"Drow Nan Elmoth is an Elf [Retired].
Last login 18 years, 11 months, and 24 days ago.
All woods there be must end at last,
And see the open sun go past:
The setting sun, the rising sun,
The day's end, or the day begun.
For east or west all woods must fail.",,Elf,,Retired,medium,"query_name=Drow | display_name=Drow Nan Elmoth | epithet_or_title=Nan Elmoth | Last login 18 years, 11 months, and 24 days ago."
whois_drugar_1780908270,char_drugar,Drugar,2026-06-08 18:44:31,"Drugar Bork! ® is a Maia (Cartographer) [Retired].

      ,,__
    c''   )?
      ''''

Pork chop, gnam gnam...",,Maia,,Retired,medium,query_name=Drugar | display_name=Drugar Bork! ® | epithet_or_title=Bork! ® | role=Cartographer
